Observed Reentry Date (UTC),Object Name,International Designator,SSN,TLE Epoch (UTC),Aerospace Reentry Prediction (UTC),Aerospace Stated Uncertainty 20% Rule (+/- hrs),Country of Origin,Type,Sighting Location,Sighting Latitude,Sighting Longitude,Debris Recovery Location,Recovery Latitude,Recovery Longitude
N/A,STARLINK-1891,2020-088BE,47174,2025-01-09T03:55:38.371584Z,2025-01-09T06:23:50.790000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-5144,2022-136X,54072,2025-01-09T02:48:01.946016Z,2025-01-09T06:14:56.600000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-30406,2023-144T,57881,2025-01-08T10:11:27.417696Z,2025-01-08T12:59:50.610000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-1918,2020-074AF,46768,2025-01-08T02:51:16.413408Z,2025-01-08T04:08:47.080000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-2688,2021-044Y,48660,2025-01-07T14:34:28.929792Z,2025-01-08T04:47:16.730000Z,3.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-2546,2021-036W,48296,2025-01-08T01:25:54.153984Z,2025-01-08T13:31:14.400000Z,3.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-4601,2022-104AF,53617,2025-01-08T05:57:21.468960Z,2025-01-08T14:27:56.500000Z,2.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-2477,2021-036AY,48322,2025-01-08T06:39:11.445984Z,2025-01-08T17:20:41.550000Z,3.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-5466,2022-175H,54765,2025-01-08T15:53:59.891136Z,2025-01-08T20:35:12.350000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-3886,2022-051AY,52582,2025-01-07T22:42:47.474784Z,2025-01-07T23:26:15.570000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,ARIANE 5 DEB (SYLDA),2012-051D,38781,2024-12-29T17:47:29.952096Z,2025-01-06T23:28:53.730000Z,40.0,FRANCE,Debris,,,,,,
N/A,STARLINK-2242,2021-041AL,48587,2025-01-06T18:45:20.636640Z,2025-01-07T18:52:18.420000Z,5.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-2347,2021-018J,47795,2025-01-05T22:25:54.257664Z,2025-01-06T01:24:05.350000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-1528,2021-012A,47620,2025-01-05T13:16:29.800416Z,2025-01-05T14:21:47.260000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-2244,2021-041AM,48588,2025-01-05T04:50:00.275712Z,2025-01-05T05:39:57.380000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-2152,2021-017U,47740,2025-01-03T22:38:19.073184Z,2025-01-04T10:18:15.540000Z,3.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-3666,2022-025Y,51978,2025-01-03T19:18:00.497952Z,2025-01-04T15:37:22.450000Z,5.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-2020,2021-012Y,47642,2025-01-03T14:07:12.322848Z,2025-01-03T21:45:33.100000Z,2.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-2392,2021-018AA,47811,2025-01-07T06:50:02.610816Z,2025-01-07T09:37:59.780000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-2181,2021-017AT,47763,2025-01-07T07:13:52.980960Z,2025-01-07T11:46:33.330000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-1602,2020-057E,46121,2025-01-07T08:12:13.221216Z,2025-01-07T16:04:34.490000Z,2.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-1720,2020-073F,46675,2025-01-06T09:44:19.972608Z,2025-01-06T12:28:24.390000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-4009,2022-052AC,52624,2025-01-05T00:12:16.133184Z,2025-01-05T01:54:22.710000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,ASTRO E2,2005-025A,28773,2025-01-05T03:49:04.868832Z,2025-01-05T14:49:47.190000Z,3.0,JAPAN,Payload,,,,,,
N/A,MINOTAUR-C R/B,2017-068H,42994,2025-01-03T22:03:25.526016Z,2025-01-04T01:04:50.940000Z,1.0,UNITED STATES OF AMERICA,Rocket Body,,,,,,
N/A,STARLINK-3684,2022-029AN,52124,2025-01-04T13:01:59.901888Z,2025-01-04T17:32:07.360000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-1486,2020-038AD,45757,2025-01-04T01:05:57.977952Z,2025-01-04T06:26:29.070000Z,2.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-5404,2022-175M,54769,2025-01-03T16:49:46.854336Z,2025-01-03T23:51:11.250000Z,2.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-5784,2023-042AZ,56033,2025-01-01T23:13:14.015712Z,2025-01-02T18:48:13.890000Z,4.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-2089,2021-005Z,47372,2025-01-01T18:20:18.855168Z,2025-01-04T10:03:07.320000Z,13.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,COSMOS 2568,2023-045A,56091,2025-01-01T06:26:51.037728Z,2025-01-05T08:39:18.710000Z,20.0,COMMONWEALTH OF INDEPENDENT STATES,Payload,,,,,,
N/A,STARLINK-1354,2020-025AH,45562,2024-12-31T23:03:00.344160Z,2025-01-01T02:59:47.010000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-3650,2022-025AC,51982,2024-12-31T16:26:03.454080Z,2025-01-01T04:58:46.560000Z,3.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-2240,2021-041AJ,48585,2025-01-01T16:26:42.804960Z,2025-01-01T19:13:17.270000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-3865,2022-049K,52460,2024-12-31T22:33:33.446016Z,2025-01-01T02:24:07.490000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-4688,2022-107Q,53714,2025-01-01T10:32:12.338880Z,2025-01-01T14:22:34.360000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-6123,2023-090C,57103,2024-12-31T11:47:02.280768Z,2025-01-01T04:02:20.410000Z,4.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-2115,2021-005AX,47394,2024-12-30T20:43:47.008992Z,2024-12-30T23:24:08.090000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-1538,2020-055AW,46071,2024-12-30T17:57:22.047840Z,2024-12-31T01:25:41.620000Z,2.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-2278,2021-024BB,48026,2024-12-21T15:22:30.410400Z,2024-12-21T16:57:36.810000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-3144,2021-104E,49412,2024-12-20T00:47:50.817120Z,2024-12-20T06:15:44.160000Z,2.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,ATLAS CENTAUR R/B,2004-034B,28385,2024-12-30T15:50:31.693920Z,2024-12-30T21:33:17.830000Z,2.0,UNITED STATES OF AMERICA,Rocket Body,,,,,,
N/A,STARLINK-4603,2022-104AP,53625,2024-12-31T01:12:28.520640Z,2024-12-31T06:11:52.710000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-2126,2021-017E,47726,2024-12-31T03:50:47.643360Z,2024-12-31T08:23:25.360000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-30420,2023-141G,57846,2024-12-31T08:53:56.362272Z,2024-12-31T11:39:57.380000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,SUPERVIEW-1 02,2016-083B,41908,2024-12-22T01:28:07.719744Z,2024-12-22T04:39:06.610000Z,1.0,PEOPLES REPUBLIC OF CHINA,Payload,,,,,,
N/A,STARLINK-1483,2020-038P,45743,2024-12-21T12:26:05.077248Z,2024-12-21T16:59:48.130000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-3288,2021-125E,50160,2024-12-21T08:02:02.025024Z,2024-12-21T11:27:29.440000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,LEASAT 2 PKM,1984-093E,15244,2024-12-21T00:24:39.346848Z,2024-12-21T08:37:51.160000Z,2.0,UNITED STATES OF AMERICA,Rocket Body,,,,,,
N/A,STARLINK-2556,2021-036AC,48302,2024-12-20T20:21:54.900576Z,2024-12-20T22:22:59.500000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,CZ-4B R/B,2024-148K,60467,2024-12-19T05:23:53.369664Z,2024-12-20T05:38:50.590000Z,5.0,PEOPLES REPUBLIC OF CHINA,Rocket Body,,,,,,
N/A,STARLINK-3365,2022-005AT,51145,2024-12-22T17:33:59.673888Z,2024-12-29T16:38:13.460000Z,34.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,BREEZE-M DEB (TANK),2019-048C,44459,2024-12-20T18:09:49.597056Z,2024-12-20T20:48:29.430000Z,1.0,COMMONWEALTH OF INDEPENDENT STATES,Debris,,,,,,
N/A,STARLINK-4792,2022-114AW,53862,2024-12-29T15:02:00.439008Z,2024-12-29T20:59:17.690000Z,2.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-5115,2022-125AB,53989,2024-12-28T21:52:34.710240Z,2024-12-29T05:26:54Z,2.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-3810,2022-041A,52261,2024-12-27T17:24:54.328320Z,2024-12-27T20:27:07.300000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,ARIANE 5 DEB (SYLDA),2008-034C,33155,2024-12-23T10:04:57.025344Z,2024-12-28T00:13:11.850000Z,23.0,FRANCE,Debris,,,,,,
N/A,STARLINK-4785,2022-114AZ,53865,2024-12-30T01:13:03.237024Z,2024-12-30T04:58:14.380000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-3347,2022-001J,50811,2024-12-26T07:49:03.607680Z,2024-12-26T09:52:37.380000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-3945,2022-053AM,52691,2024-12-25T18:16:56.120160Z,2024-12-25T23:34:56.330000Z,2.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-3368,2022-005D,51107,2024-12-25T07:34:07.871232Z,2024-12-25T11:39:49Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-2189,2021-017AY,47768,2024-12-30T01:04:45.710400Z,2024-12-30T05:09:10.460000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-2351,2021-021AH,47891,2024-12-30T13:52:52.718880Z,2024-12-30T17:48:06.240000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-3167,2022-010E,51460,2024-12-24T06:30:32.099040Z,2024-12-24T09:33:53.600000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-1534,2020-055D,46030,2024-12-24T07:09:08.769888Z,2024-12-24T11:28:37.220000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-2057,2021-012AY,47666,2024-12-23T22:43:30.640224Z,2024-12-24T04:01:39.690000Z,2.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-2723,2021-040BA,48476,2024-12-25T12:48:06.052896Z,2024-12-25T15:10:20.910000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-1544,2020-055E,46031,2024-12-26T17:49:49.164096Z,2024-12-27T05:11:30.860000Z,3.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-4182,2022-086AR,53281,2024-12-26T10:53:42.078336Z,2024-12-26T14:39:51.840000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-1837,2020-088G,47128,2024-12-27T14:36:33.357024Z,2024-12-27T19:27:40.600000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,OBJECT G,2024-153G,60751,2024-12-23T00:23:45.337344Z,2024-12-23T04:47:31.420000Z,1.0,PEOPLES REPUBLIC OF CHINA,Unknown,,,,,,
N/A,OBJECT F,2024-174F,61263,2024-12-26T00:02:07.253376Z,2024-12-26T04:21:08.240000Z,1.0,PEOPLES REPUBLIC OF CHINA,Unknown,,,,,,
N/A,ZQ-2E R/B,2024-221C,62113,2024-12-24T06:33:51.112800Z,2024-12-24T10:25:11.290000Z,1.0,PEOPLES REPUBLIC OF CHINA,Rocket Body,,,,,,
N/A,CZ-2C R/B,2023-116C,57536,2024-12-24T20:39:07.638048Z,2024-12-24T21:35:39.230000Z,1.0,PEOPLES REPUBLIC OF CHINA,Rocket Body,,,,,,
N/A,STARLINK-5962,2023-042G,55992,2024-12-23T19:00:25.362144Z,2024-12-23T23:55:20.780000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-4203,2022-076AM,53021,2024-12-18T00:48:15.192288Z,2024-12-18T03:53:36.180000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-32368,2024-164T,61067,2024-12-18T13:21:18.251136Z,2024-12-18T17:05:47.870000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-6102,2023-046A,56093,2024-12-18T12:36:30.805920Z,2024-12-18T20:29:46.110000Z,2.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-1499,2020-038AJ,45762,2024-12-18T19:31:29.613216Z,2024-12-18T20:59:17.050000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-1999,2021-009AY,47594,2024-12-17T02:31:20.152704Z,2024-12-17T06:59:26.540000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-3319,2022-001AW,50847,2024-12-18T22:11:55.985856Z,2024-12-19T01:32:55.110000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-1844,2020-088N,47134,2024-12-17T19:05:23.061120Z,2024-12-18T05:23:10.300000Z,3.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-1445,2020-035F,45662,2024-12-18T03:58:19.981056Z,2024-12-18T22:39:11.110000Z,4.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,SZ-17 MODULE,2023-164C,59624,2024-12-18T08:40:36.025248Z,2024-12-18T19:12:08.710000Z,3.0,PEOPLES REPUBLIC OF CHINA,Payload,,,,,,
N/A,STARLINK-3074,2021-082AS,49170,2024-12-17T14:47:47.176800Z,2024-12-17T19:03:51.050000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-4039,2022-053AD,52683,2024-12-16T03:48:31.876992Z,2024-12-16T05:16:42.420000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-4025,2022-053AS,52696,2024-12-16T02:27:06.433056Z,2024-12-16T05:25:57.550000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-3842,2022-049AG,52481,2024-12-16T17:27:55.123776Z,2024-12-16T20:28:28.440000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-1135,2020-006F,45049,2024-12-15T01:06:14.838912Z,2024-12-15T04:47:46.570000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,KZ-1A R/B,2019-077C,44787,2024-12-13T23:08:37.611744Z,2024-12-14T00:46:10.150000Z,1.0,PEOPLES REPUBLIC OF CHINA,Rocket Body,,,,,,
N/A,COSMOS 1626,1985-009A,15494,2024-12-14T06:23:17.353248Z,2024-12-14T07:10:19.880000Z,1.0,COMMONWEALTH OF INDEPENDENT STATES,Payload,,,,,,
N/A,STARLINK-5437,2022-175AA,54782,2024-12-11T19:33:49.219200Z,2024-12-12T02:13:31.540000Z,2.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,YAOGAN 23,2014-071A,40305,2024-12-12T14:34:33.716352Z,2024-12-12T18:56:41Z,1.0,PEOPLES REPUBLIC OF CHINA,Payload,,,,,,
N/A,STARLINK-1512,2020-038BH,45785,2024-12-10T09:34:55.305408Z,2024-12-10T12:05:26.030000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,ELECTRON R/B,2024-219G,62087,2024-12-07T17:52:24.594240Z,2024-12-07T20:34:11.210000Z,1.0,UNITED STATES OF AMERICA,Rocket Body,,,,,,
N/A,STARLINK-2600,2021-038AL,48387,2024-12-07T09:11:30.410304Z,2024-12-07T16:20:50.290000Z,2.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-2120,2021-005BB,47398,2024-12-08T23:54:51.721344Z,2024-12-09T05:50:27Z,2.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,ION SCV-003,2021-059AK,48912,2024-12-08T21:41:17.807712Z,2024-12-08T22:49:59.920000Z,1.0,ITALY,Payload,,,,,,
N/A,STARLINK-1059,2019-074BD,44764,2024-12-08T00:47:58.510176Z,2024-12-08T03:56:59.730000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,ELYUSIUM/LOWER FREE FLYE,2018-099C,43760,2024-12-05T23:26:04.277760Z,2024-12-06T01:23:53.360000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-1139,2020-006X,45065,2024-12-04T19:24:28.177344Z,2024-12-04T22:24:00.970000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-1498,2020-038BE,45782,2024-12-04T05:35:03.168384Z,2024-12-04T11:21:29.960000Z,2.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,H-2A R/B,2024-010B,58763,2024-12-03T15:03:15.740928Z,2024-12-03T18:19:37.290000Z,1.0,JAPAN,Rocket Body,,,,,,
N/A,STARLINK-5662,2023-013P,55344,2024-11-28T05:41:54.943872Z,2024-11-28T11:38:27.990000Z,2.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-1923,2020-074R,46754,2024-12-01T22:16:28.429248Z,2024-12-02T05:23:05.420000Z,2.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-1313,2020-019E,45364,2024-11-29T10:25:56.560224Z,2024-11-29T20:06:29.360000Z,2.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,USA 320,2022-002CV,51075,2024-11-28T11:43:57.572256Z,2024-11-28T22:31:38.860000Z,3.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,QASED R/B,2023-150B,57963,2024-12-02T17:51:07.922880Z,2024-12-03T01:32:09.020000Z,2.0,IRAN,Rocket Body,,,,,,
N/A,OBJECT B,2023-003B,55134,2024-11-30T03:27:05.173632Z,2024-11-30T06:19:43.700000Z,1.0,PEOPLES REPUBLIC OF CHINA,Unknown,,,,,,
N/A,H-2A DEB,2023-137F,57805,2024-11-30T06:30:08.664768Z,2024-11-30T08:53:36.280000Z,1.0,JAPAN,Debris,,,,,,
N/A,ZHUQUE-2 R/B,2023-097A,57319,2024-11-29T20:43:44.917248Z,2024-11-29T22:32:40Z,1.0,PEOPLES REPUBLIC OF CHINA,Rocket Body,,,,,,
N/A,ELECTRON KICK STAGE R/B,2024-201A,61792,2024-11-29T11:48:25.715520Z,2024-11-29T20:35:25.650000Z,2.0,UNITED STATES OF AMERICA,Rocket Body,,,,,,
N/A,H-2A R/B,2009-066B,36105,2024-11-28T12:54:57.295296Z,2024-11-28T20:37:50.080000Z,2.0,JAPAN,Rocket Body,,,,,,
N/A,STARLINK-31118,2023-203C,58620,2024-11-27T21:50:01.326048Z,2024-11-29T18:15:59.930000Z,9.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,EXOS D (AKEBONO),1989-016A,19822,2024-11-26T01:47:55.999680Z,2024-11-26T05:03:56.060000Z,1.0,JAPAN,Payload,,,,,,
N/A,STARLINK-1509,2020-038AN,45766,2024-11-24T14:04:24.477888Z,2024-11-24T18:36:18.470000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,CZ-7 R/B,2024-211B,61984,2024-11-24T08:29:13.398720Z,2024-11-24T15:00:20.510000Z,2.0,PEOPLES REPUBLIC OF CHINA,Rocket Body,,,,,,
N/A,ELECTRON R/B,2024-201C,61794,2024-11-23T21:54:35.252064Z,2024-11-24T01:13:30.760000Z,1.0,UNITED STATES OF AMERICA,Rocket Body,,,,,,
N/A,VIGORIDE 6,2023-054U,56196,2024-11-23T10:22:20.470368Z,2024-11-23T13:38:51.890000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-1467,2020-038D,45733,2024-11-23T17:56:29.335200Z,2024-11-23T20:51:22.020000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,CZ-2C R/B,2024-190D,61620,2024-11-20T20:55:37.902144Z,2024-11-21T12:04:53.730000Z,4.0,PEOPLES REPUBLIC OF CHINA,Rocket Body,,,,,,
N/A,STARLINK-30786,2023-170L,58216,2024-11-19T23:03:28.113984Z,2024-11-20T03:20:17.110000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
2023-05-19T00:00:00Z,DRAGON CRS-27 DEB,2023-033B,56234,2023-05-18T23:10:04.710720Z,2023-05-19T01:22:57.310000Z,1.0,UNITED STATES OF AMERICA,Debris,,,,"Kyegegwa, Sembabule, and Kyenjojo, Uganda",0.48,31.05
N/A,XJS B,2018-054B,43519,2024-11-12T18:22:27.560064Z,2024-11-12T20:47:11.510000Z,1.0,PEOPLES REPUBLIC OF CHINA,Payload,,,,,,
N/A,KANOPUS-V 1,2012-039A,38707,2024-11-18T19:34:43.817952Z,2024-11-19T06:15:17.780000Z,3.0,COMMONWEALTH OF INDEPENDENT STATES,Payload,,,,,,
N/A,UMBRA-06,2023-054W,56198,2024-11-18T00:08:40.676640Z,2024-11-18T04:02:09.650000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,RESURS P1,2013-030A,39186,2024-11-17T21:06:13.546944Z,2024-11-18T00:07:28.540000Z,1.0,COMMONWEALTH OF INDEPENDENT STATES,Payload,,,,,,
N/A,QPS-SAR-6 AMATERU-III,2023-084V,56951,2024-11-17T00:35:37.284576Z,2024-11-17T03:19:51.120000Z,1.0,JAPAN,Payload,,,,,,
N/A,COSMOS 1024,1978-066A,10970,2024-11-14T12:40:06.026592Z,2024-11-14T13:54:52.580000Z,1.0,COMMONWEALTH OF INDEPENDENT STATES,Payload,,,,,,
N/A,STARLINK-3082,2021-082AJ,49162,2024-11-07T04:44:52.556928Z,2024-11-07T12:32:49.190000Z,2.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-1488,2020-038AX,45775,2024-11-11T19:39:08.805024Z,2024-11-12T13:13:04.130000Z,4.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,OBJECT L,2023-007L,55258,2024-11-11T12:47:33.906912Z,2024-11-11T16:32:14.010000Z,1.0,PEOPLES REPUBLIC OF CHINA,Unknown,,,,,,
2024-11-10T04:40:00Z,STARLINK-4682,2022-104K,53597,2024-11-10T02:38:01.902336Z,2024-11-10T05:57:46.280000Z,1.0,UNITED STATES OF AMERICA,Payload," Oklahoma City, Dallas-Fort Worth, US",33.86,-97.29,,,
N/A,STARLINK-1984,2021-009AK,47581,2024-11-09T14:24:37.177920Z,2024-11-10T04:35:03.630000Z,3.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,EPSILON R/B,2019-003E,43936,2024-11-11T22:41:53.644992Z,2024-11-12T02:04:50.180000Z,1.0,JAPAN,Rocket Body,,,,,,
N/A,CZ-4C R/B,2019-082B,44820,2024-11-10T19:09:10.533312Z,2024-11-10T23:50:32.860000Z,1.0,PEOPLES REPUBLIC OF CHINA,Rocket Body,,,,,,
N/A,CZ-2D R/B,2024-177B,61445,2024-11-10T05:25:56.203680Z,2024-11-10T18:25:41.330000Z,3.0,PEOPLES REPUBLIC OF CHINA,Rocket Body,,,,,,
N/A,OBJECT D,2024-194D,61686,2024-11-07T09:51:44.385696Z,2024-11-08T00:29:27.150000Z,3.0,PEOPLES REPUBLIC OF CHINA,Unknown,,,,,,
N/A,UMBRA-02,2022-002C,50986,2024-11-08T01:07:17.658624Z,2024-11-08T04:03:13.650000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-3745,2022-041AZ,52308,2024-11-06T20:00:59.069664Z,2024-11-07T01:52:29.670000Z,2.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,CERES-1 R/B,2023-103C,57423,2024-11-06T23:17:15.808704Z,2024-11-07T03:41:33.970000Z,1.0,PEOPLES REPUBLIC OF CHINA,Rocket Body,,,,,,
N/A,STARLINK-31703,2024-098D,59861,2024-11-05T21:45:34.331904Z,2024-11-07T05:21:12.160000Z,7.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-1459,2020-038AR,45769,2024-11-05T04:59:10.120992Z,2024-11-05T05:44:35.720000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-30974,2023-186G,58479,2024-11-06T12:26:47.442624Z,2024-11-06T19:23:02.560000Z,2.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,DRAGON ENDEAVOUR 5 DEB,2024-042B,61573,2024-11-05T23:38:43.874592Z,2024-11-06T02:38:53.710000Z,1.0,UNITED STATES OF AMERICA,Debris,,,,,,
N/A,STARLINK-1620,2020-057AJ,46149,2024-11-05T02:46:28.419744Z,2024-11-05T04:37:50.600000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-31375,2024-068T,59472,2024-11-02T09:50:05.328960Z,2024-11-05T14:10:00.980000Z,16.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,WISE,2009-071A,36119,2024-11-01T22:52:48.570816Z,2024-11-02T01:19:11.570000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-1505,2020-038BF,45783,2024-11-02T14:48:56.860128Z,2024-11-02T17:28:08.620000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-1926,2020-074U,46757,2024-11-02T06:59:22.280640Z,2024-11-02T11:35:12.090000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,CZ-3B R/B,2019-070B,44638,2024-10-31T17:42:17.413056Z,2024-11-02T01:41:10.610000Z,7.0,PEOPLES REPUBLIC OF CHINA,Rocket Body,,,,,,
N/A,COSMOS 1783,1986-075A,16993,2024-10-29T22:17:58.528032Z,2024-10-30T06:13:21.130000Z,2.0,COMMONWEALTH OF INDEPENDENT STATES,Payload,,,,,,
N/A,COSMOS 1726,1986-006A,16495,2024-10-30T02:49:27.825888Z,2024-10-30T05:51:52.120000Z,1.0,COMMONWEALTH OF INDEPENDENT STATES,Payload,,,,,,
N/A,STARLINK-1690,2020-062AK,46358,2024-10-29T09:42:38.463840Z,2024-10-29T14:47:21.020000Z,2.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-31429,2024-036F,59003,2024-10-27T15:03:45.834048Z,2024-10-27T19:19:50.150000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
